ticker,name
138490,코오롱이앤피(주)
000390,삼화페인트공업(주)
138040,(주)메리츠금융지주
137310,에스디바이오센서(주)
136490,(주)선진
000400,롯데손해보험(주)
134790,(주)시디즈
134380,미원화학(주)
133820,(주)화인베스틸
130660,한전산업개발(주)
000430,대원강업(주)
129260,인터지스(주)
128940,한미약품(주)
128820,대성산업(주)
000480,(주)시알홀딩스
126720,(주)수산인더스트리
126560,(주)현대퓨처넷
123890,한국자산신탁(주)
000490,(주)대동
000370,한화손해보험(주)
075580,(주)세진중공업
077500,유니퀘스트(주)
074610,(주)이엔플러스
033780,(주)케이티앤지
033530,에스제이지세종(주)
033270,한국유나이티드제약(주)
033250,(주)체시스
033240,자화전자(주)
001740,에스케이네트웍스(주)
033180,(주)케이에이치필룩스
032830,삼성생명보험(주)
001680,대상(주)
032640,(주)엘지유플러스
032560,(주)황금에스티
032350,롯데관광개발(주)
031820,(주)아이티센씨티에스
031440,(주)신세계푸드
001770,(주)신화다이나믹스
031430,(주)신세계인터내셔날
031210,서울보증보험(주)
001780,(주)알루코
001750,한양증권(주)
030720,동원수산(주)
033920,(주)무학
034120,(주)에스비에스
075180,새론오토모티브(주)
036420,(주)콘텐트리중앙
035720,(주)카카오
035510,(주)신세계아이앤씨
001560,제일연마공업(주)
035420,네이버(주)
035250,(주)강원랜드
035150,(주)백산
034020,두산에너빌리티(주)
035000,(주)에이치에스애드
034830,(주)한국토지신탁
034730,에스케이(주)
034590,인천도시가스(주)
001620,케이비아이동국실업(주)
034310,(주)나이스홀딩스
034230,(주)파라다이스
001630,(주)종근당홀딩스
034220,엘지디스플레이(주)
001570,(주)금양
030610,교보증권(주)
030210,다올투자증권(주)
001790,대한제당(주)
025820,이구산업(주)
025750,(주)한솔홈데코
025620,차에이아이헬스케어(주)
002070,(주)비비안
025560,미래산업(주)
025540,한국단자공업(주)
025530,(주)에스제이엠홀딩스
002100,(주)경농
002030,아세아(주)
025000,케이피엑스케미칼(주)
024890,대원화성(주)
024720,콜마홀딩스(주)
002140,고려산업(주)
024110,중소기업은행
024090,디씨엠(주)
024070,(주)위스컴
002150,(주)도화엔지니어링
023960,에쓰씨엔지니어링(주)
024900,디와이덕양(주)
025860,남해화학(주)
025890,한국주강(주)
026890,스틱인베스트먼트(주)
030200,(주)케이티
030190,나이스평가정보(주)
030000,(주)제일기획
001800,(주)오리온홀딩스
029780,삼성카드(주)
029530,(주)신도리코
029460,(주)케이씨
001820,삼화콘덴서공업(주)
028670,팬오션(주)
028260,삼성물산(주)
028100,(주)동아지질
028050,삼성이앤에이(주)
027970,한국제지(주)
027740,(주)마니커
001940,KISCO홀딩스(주)
027410,(주)비지에프
026960,(주)동서
026940,부국철강(주)
002020,(주)코오롱
036460,한국가스공사(주)
036530,(주)에스앤티홀딩스
001550,(주)조비
001530,디아이동일(주)
068270,(주)셀트리온
001290,(주)상상인증권
067830,(주)세이브존아이앤씨
066970,(주)엘앤에프
066570,엘지전자(주)
001340,피케이씨(주)
064960,에스앤티모티브(주)
064400,(주)엘지씨엔에스
068290,(주)삼성출판사
064350,현대로템(주)
001360,삼성제약(주)
062040,산일전기(주)
060980,에이치엘홀딩스(주)
058860,(주)케이티아이에스
001380,(주)에스지글로벌
058850,(주)케이티씨에스
058730,다스코(주)
058650,(주)세아홀딩스
063160,(주)종근당바이오
001270,부국증권(주)
069260,티케이지휴켐스(주)
069460,(주)대호에이엘
073240,금호타이어(주)
001200,유진투자증권(주)
072710,(주)농심홀딩스
072130,유엔젤(주)
071970,에이치디현대마린엔진(주)
001210,금호전기(주)
071950,(주)코아스
071840,롯데하이마트(주)
071320,한국지역난방공사
001230,동국홀딩스(주)
071090,(주)하이스틸
071050,한국투자금융지주(주)
070960,모나용평(주)
001250,(주)지에스글로벌
069960,(주)현대백화점
069730,디에스알제강(주)
069640,한세엠케이(주)
069620,(주)대웅제약
001260,남광토건(주)
036570,(주)엔씨소프트
058430,포스코스틸리온(주)
001390,케이지케미칼(주)
057050,(주)현대홈쇼핑
047040,(주)대우건설
044820,코스맥스비티아이(주)
044450,(주)케이에스에스해운
001470,삼부토건(주)
044380,(주)주연테크
042700,한미반도체(주)
042670,에이치디현대인프라코어(주)
001500,현대차증권(주)
042660,한화오션(주)
041650,상신브레이크(주)
039570,에이치디씨랩스(주)
039490,키움증권(주)
001510,에스케이증권(주)
039130,(주)하나투어
037710,(주)광주신세계
001520,(주)동양
037560,(주)엘지헬로비전
037270,(주)와이지플러스
036580,(주)팜스코
047050,(주)포스코인터내셔널
047400,유니온머티리얼(주)
001460,(주)비와이씨
049770,(주)동원에프앤비
053210,(주)케이티스카이라이프
052690,한국전력기술(주)
001430,(주)세아베스틸지주
055490,(주)테이팩스
051910,(주)엘지화학
047810,한국항공우주산업(주)
051900,(주)엘지생활건강
053690,(주)한미글로벌건축사사무소
051630,진양화학(주)
051600,한전케이피에스(주)
055550,(주)신한금융지주회사
049800,(주)우진플라임
001450,현대해상화재보험(주)
001440,대한전선(주)
001420,태원물산(주)
002630,(주)오리엔트바이오
001720,신영증권(주)
092440,기신정기(주)
018500,동원금속(주)
008110,대동전자(주)
001080,만호제강(주)
021820,(주)세원정공
093240,(주)형지엘리트
005390,신성통상(주)
950210,프레스티지바이오파마
298040,효성중공업(주)
298020,Hyosung TNC
0126Z0,Samsung Epis
