ticker,company_name,years,first_year,last_year,avg_labor_share,avg_payout_share,avg_dividend_share,avg_buyback_share,avg_value_added_trn,latest_labor_share,latest_payout_share,shareholder_over_labor_tilt,payout_to_labor_ratio
000590,CS홀딩스(주),16,2010,2025,0.4603170198297529,0.30174010727861866,0.17030357790511313,0.08275939495194203,0.0030781643749999686,1.626223970842769,0.399056049896684,-0.15857691255113426,0.6555049982514582
000670,(주)영풍,11,2010,2020,0.29179231268937067,0.13225644020525928,0.13225644020525928,0.0,0.12200311181818178,0.7050880238192517,0.2581940970019696,-0.15953587248411139,0.45325539588856034
035420,네이버(주),13,2013,2025,0.273652147567633,0.1138148182590309,0.03839810233039799,0.07541671592863289,1.8446823353846153,0.3163269923709503,0.1356026719366771,-0.15983732930860212,0.4159105611656186
010060,오씨아이홀딩스(주),14,2010,2025,0.3207593326075787,0.16077913367414817,0.11754815600253708,0.04323097767161108,0.5521393614285713,0.4682472287592764,0.6640243102551953,-0.15998019893343055,0.5012453803514036
210980,에스케이디앤디(주),12,2014,2025,0.23483906827022002,0.07325686469859007,0.07313509096296314,0.0001217737356269,0.1309209225,0.3075558002435228,0.0,-0.16158220357162995,0.31194496400529187
000700,(주)유수홀딩스,11,2013,2025,0.5494242857584877,0.383554819046968,0.3340108615214472,0.03739093997892022,0.02343120999999998,0.4045023990368442,0.7335237433022529,-0.1658694667115197,0.6981031399394101
010950,에쓰-오일(주),15,2010,2025,0.27459880917087737,0.10767356981632419,0.10767356981632419,0.0,1.7817800000000001,0.2968016706243105,0.0225042303161752,-0.16692523935455317,0.39211229699587324
001560,제일연마공업(주),16,2010,2025,0.41701758362709557,0.248542953849098,0.15205680782628178,0.06874350627324743,0.012592918749999994,0.2791461956066997,0.2675481486221102,-0.16847462977799757,0.5960011366603416
024720,콜마홀딩스(주),12,2013,2025,0.3360983591361038,0.16627131715016702,0.12521137498119006,0.039233256668226454,0.04720631499999999,0.3839111086800371,0.1394307073359898,-0.1698270419859368,0.49471029128956584
005090,에스지씨에너지(주),16,2010,2025,0.31536802951953175,0.132400603381679,0.12194451539544976,0.01045608798622925,0.09668063062499999,0.2158869917912315,0.1489507077049685,-0.18296742613785275,0.41982886972846756
005930,삼성전자(주),15,2011,2025,0.2915796672345375,0.10763315971290202,0.06423242710990638,0.043400732602995616,52.245827733333336,0.2728402311184205,0.1381434403002783,-0.18394650752163547,0.36913808405688764
006060,(주)화승인더스트리,16,2010,2025,0.395012764937674,0.21052851419626473,0.13561538503081877,0.07491312916544594,0.04480863874999999,0.1470385049957703,0.4694293463793236,-0.18448425074140928,0.5329663567441482
284740,쿠쿠홈시스(주),8,2018,2025,0.2506472044987584,0.0661312308968597,0.0655268744452564,0.0006043564516033,0.19145594124999998,0.2946619241661259,0.1198971891807926,-0.1845159736018987,0.2638418849677906
057050,(주)현대홈쇼핑,16,2010,2025,0.3143887937049015,0.12919366366461535,0.10913331145277816,0.020060352211837176,0.20926681749999998,0.4762510216052409,0.2047431205175938,-0.18519513004028618,0.4109359692568493
015350,(주)부산도시가스,11,2010,2020,0.2524897716730505,0.06547227218857231,0.06547227218857231,0.0,0.13028171545454545,0.1120594470756936,0.0325259540103629,-0.18701749948447816,0.2593066315310091
011170,롯데케미칼(주),14,2010,2023,0.3246003208876772,0.13478418837290512,0.11834487767802829,0.016439310694876814,1.4173791357142858,0.5794453792675418,0.2422259208967789,-0.18981613251477208,0.41523122344523206
014680,(주)한솔케미칼,16,2010,2025,0.3163027297196411,0.12434152771190587,0.09509549815860502,0.029246029553300842,0.150420483125,0.3843787781874944,0.2021816549514349,-0.1919612020077352,0.39310924639226974
047050,(주)포스코인터내셔널,15,2010,2025,0.3315314222028633,0.1338114541246248,0.1337753941354008,3.60599892240076e-05,0.5931757473333333,0.2182702283620208,0.135958328066722,-0.1977199680782385,0.403616203964962
032640,(주)엘지유플러스,13,2013,2025,0.24559837298349899,0.04343181626648375,0.0408068927408272,0.0026249235256565386,3.7108609230769227,0.3098449559914836,0.0452444625004075,-0.20216655671701522,0.17684081428911502
009440,케이씨그린홀딩스(주),15,2010,2024,0.4518667636997678,0.24957497116238928,0.240830584221693,0.008744386940696267,0.00822683066666664,2.020073794133642,0.7615107146053184,-0.20229179253737853,0.5523198234783505
012330,현대모비스(주),16,2010,2025,0.3372573626875883,0.13493643415723122,0.09295198233541016,0.04198445182182105,3.2169989375,0.4798846726060041,0.2011177454359312,-0.2023209285303571,0.4000992982982759
178920,피아이첨단소재(주),16,2010,2025,0.35755542065756146,0.15511516132101633,0.15511516132101633,0.0,0.08438054999999998,0.3583610681383351,0.0865338797365646,-0.20244025933654514,0.4338213109334272
000660,에스케이하이닉스(주),16,2010,2025,0.24398846562711748,0.038400888012918535,0.029913044687127886,0.008487843325790645,17.2528955,0.1406092406679779,0.0197373103974239,-0.20558757761419894,0.15738812863230106
138250,(주)엔에스쇼핑,12,2010,2021,0.2620102710715188,0.0557253015175338,0.04998218587739778,0.005743115640136016,0.10934224333333332,0.3116598246235455,0.049177993483888,-0.206284969553985,0.21268365278063056
